,title,anime_id,type,source,episodes,status,airing,duration,rating,score,scored_by,rank,popularity,members,favorites,licensor,0,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,year
92,Duel Masters Movie 1: Yami no Shiro no Maryuuou,3669,4,14,1,2,1,45.0,4,5.96,333,7431.0,8482,896,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Bounty Dog: Getsumen no Ibu,1811,5,14,2,2,1,29.0,2,5.63,953,8135.0,6716,2147,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,Hurricane Live! 2033,5036,3,15,7,2,1,4.0,6,6.73,368,4624.0,7924,1199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Densetsu no Yuusha no Densetsu: Iris Report,9690,3,15,1,2,1,23.0,2,6.6,7177,5192.0,3179,14153,19,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,Aisai Nikki,9721,5,12,1,2,1,22.0,3,6.54,2749,0.0,4398,6450,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Chikyuu Shoujo Arjuna,812,6,14,13,2,1,26.0,6,6.95,8111,3731.0,2600,21106,159,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
98,Peeping Life 5.0ch,19849,5,14,10,2,1,5.0,5,5.51,59,8359.0,10532,290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,K-On!!,7791,6,6,26,2,1,24.0,6,8.14,178001,383.0,183,322621,7149,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
100,Haru wo Daite Ita,747,5,13,2,2,1,30.0,1,6.93,10761,0.0,2808,17989,92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,11009,4,11,1,2,1,14.0,4,7.13,2588,3092.0,4395,6463,13,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Soredemo Machi wa Mawatteiru,8726,6,13,12,2,1,24.0,6,7.47,14763,1744.0,1826,38419,143,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
103,Makkuro na Obentou,20229,4,15,1,2,1,50.0,5,7.89,9,11140.0,11647,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,33155,3,14,1,2,1,3.0,6,6.24,485,6612.0,6987,1890,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Scan2Go,10869,6,15,52,2,1,25.0,5,6.23,392,6660.0,8158,1062,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2010
106,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,12589,4,15,1,2,1,43.0,5,6.14,73,6954.0,10118,358,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Shokuzai no Kyoushitsu,3981,5,15,2,2,1,30.0,3,5.36,622,0.0,6999,1883,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Majokko Shimai no Yoyo to Nene,15813,4,13,1,2,1,100.0,5,7.57,4073,1431.0,3511,11187,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Yuu☆Yuu☆Hakusho Special,36951,3,13,1,0,1,25.523345765989777,6,0.0,0,0.0,4411,6405,10,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
110,Bernard-jou Iwaku.,33462,6,13,12,2,1,3.0,6,6.03,5918,7274.0,3130,14460,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111,Himitsu no Akko-chan (Movie),12569,4,15,1,2,1,25.0,5,6.0,92,7349.0,10351,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Calihara no Uta,34908,4,14,1,2,1,4.0,5,5.56,64,8261.0,12271,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Aoi Umi no Tristia,1586,5,12,2,2,1,27.0,4,5.81,1221,7768.0,6326,2569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Dae Jang Geum: Jang Geum&#039;s Dream,1778,6,9,26,2,1,24.0,4,7.22,454,2710.0,7079,1799,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
115,Space☆Dandy,20057,6,14,13,2,1,24.0,6,7.88,75431,748.0,468,171855,2868,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
116,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,18637,4,15,1,2,1,20.0,5,6.3,121,6416.0,9331,556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
117,Ohi-sama to Kaeru,6828,4,14,1,2,1,1.0,5,4.2,244,9424.0,9730,445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Nanatsu no Taizai OVA,30347,5,13,2,2,1,24.0,6,7.77,34252,949.0,1245,65495,94,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
119,Ribbon no Kishi (1999),14249,4,15,1,2,1,8.0,5,6.14,54,6976.0,10857,243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Aoki Hagane no Arpeggio: Ars Nova,18893,6,13,12,2,1,24.0,6,7.5,48992,1623.0,821,105762,800,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
121,ClassicaLoid 2nd Season,35334,6,14,25,2,1,24.0,6,6.47,855,5712.0,5092,4497,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
122,Juvenile Pornography The Animation,36755,5,13,1,2,1,16.0,3,6.49,682,0.0,7015,1872,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Ichigo Ichie: Koibana Tomobana,3164,6,15,13,2,1,5.0,5,6.81,48,10544.0,10404,311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
124,Doraemon: Time Machine de Oshougatsu,2632,3,15,1,2,1,22.0,4,6.84,265,4139.0,8833,737,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Chirin no Suzu,2199,4,4,1,2,1,46.0,6,7.17,2361,2916.0,4822,5161,21,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,MD Geist II: Death Force,1286,5,15,1,2,1,48.0,1,5.13,3115,8910.0,4815,5168,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Re:Creators,34561,6,14,22,2,1,24.0,2,7.69,74531,1138.0,347,214467,1717,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
128,Hajimari no Boukensha-tachi: Legend of Crystania,515,4,15,1,2,1,80.0,6,6.12,1466,7025.0,5670,3423,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,Magical Music Train,33907,1,7,1,2,1,1.0,5,4.7,75,9266.0,12390,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Rekka no Honoo,238,6,13,42,2,1,23.0,6,7.42,18254,1948.0,1730,41792,219,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1997
131,Cosmic Fantasy: Ginga Mehyou no Wana,5990,5,11,1,2,1,42.0,6,5.63,135,8137.0,9763,438,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,Hibike! Euphonium,27989,6,8,13,2,1,23.0,6,8.02,94024,530.0,367,203942,3337,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
133,Gintama.: Shirogane no Tamashii-hen,36838,6,13,12,2,1,24.0,6,8.85,14981,25.0,1724,42265,393,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018
134,Gun-dou Musashi,1200,6,14,26,2,1,24.0,6,6.06,476,7203.0,4956,4777,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
135,Yaseruyagi,32644,2,14,1,2,1,37.0,5,4.03,36,12752.0,13009,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Galactic Patrol Lensman,2769,6,15,25,2,1,25.0,6,6.49,113,5635.0,8990,680,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
137,Denki-gai no Honya-san,24031,6,13,12,2,1,23.0,6,7.27,34590,2517.0,1035,80620,210,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2014
138,MaxValu Kyushu,37421,3,14,1,2,1,15.0,5,5.0,16,11197.0,14097,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,Uchi no 3 Shimai,3975,6,9,141,2,1,23.0,5,6.66,38,12542.0,10281,334,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
140,Kuroko no Basket: Oshaberi Demo Shimasen ka,29583,3,15,1,2,1,16.0,6,7.35,5239,2241.0,3379,12252,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
141,Cross Road,22839,3,14,1,2,1,2.0,5,7.5,18944,1629.0,1904,36029,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,Hourou Musuko Specials,10935,3,13,2,2,1,23.0,6,7.7,2401,1107.0,4512,6066,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Koi to Uso OVA,37711,5,13,2,0,1,25.523345765989777,6,0.0,1,0.0,3975,8329,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Esper Mami: Hoshizora no Dancing Doll,9880,4,15,1,2,1,41.0,5,6.16,86,6899.0,10402,311,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,Carol & Tuesday,37435,6,14,12,0,1,25.523345765989777,0,0.0,0,0.0,7948,1180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
146,"Akai Shouzou: Char, Soshite Frontal e",14007,3,15,1,2,1,105.0,6,6.24,220,6614.0,8265,1004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
147,Gakkatsu! 2nd Season,17147,6,15,25,2,1,5.0,5,6.5,308,5598.0,7605,1399,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
148,Tsuru no Sugomori,28023,4,15,1,2,1,17.0,5,7.17,6,12515.0,13378,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Selector Infected WIXOSS,22273,6,2,12,2,1,24.0,2,7.36,44138,2208.0,856,101587,501,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
150,Hane (2016),33885,1,7,1,2,1,1.0,5,5.68,106,8037.0,11421,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,11769,6,13,12,2,1,6.0,1,6.28,8677,6469.0,2624,20817,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
152,Bannou Bunka Neko-Musume Specials,3232,3,15,2,2,1,23.0,6,6.61,433,5146.0,8070,1118,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Ultra B,10250,6,13,119,2,1,10.0,5,6.05,50,7250.0,11377,189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1987
154,Saint☆Oniisan (Movie),15771,4,13,1,2,1,89.0,6,7.94,20831,634.0,1690,43396,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,Makai Tenshi Djibril,1360,5,12,4,2,1,30.0,3,6.58,2750,0.0,4312,6747,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Supernatural The Animation,8986,5,9,22,2,1,24.0,2,7.12,6103,3141.0,2509,22360,55,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,Soukan Yuugi,4590,5,12,2,2,1,30.0,3,6.81,2481,0.0,4672,5597,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Andromeda Stories,3675,3,13,1,2,1,85.0,6,5.97,318,7401.0,8226,1027,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,Houkago Initiation,33153,5,13,2,2,1,20.0,3,6.34,942,0.0,6123,2803,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,ACCA: 13-ku Kansatsu-ka,33337,6,13,12,2,1,24.0,2,7.73,32925,1027.0,1064,77826,539,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
161,Future GPX Cyber Formula: Early Days Renewal,1396,5,15,2,2,1,58.0,6,6.48,88,5675.0,9896,406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
162,Dennou Sentai Voogie&#039;s★Angel Gaiden: Susume! Super★Angels!,23855,5,15,2,2,1,15.0,6,5.13,23,9968.0,11653,168,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Gokuu no Daibouken,2687,6,15,39,2,1,25.0,5,6.49,83,5637.0,9959,394,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
164,Kitty to Daniel no Suteki na Christmas,29543,5,15,1,2,1,15.0,5,5.91,11,10906.0,13330,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Alice to Zouroku,34350,6,13,12,2,1,23.0,6,7.2,27215,2797.0,1135,72634,147,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
166,Micchiri Neko,36982,6,5,13,2,1,3.0,5,6.84,1228,4154.0,5286,4052,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
167,Slayers,534,6,10,26,2,1,22.0,6,7.85,42588,804.0,949,89198,1702,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
168,Seikaisuru Kado,32032,6,14,12,2,1,23.0,6,7.01,25496,3541.0,1133,72747,159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
169,Dragon Ball Super,30694,6,13,131,2,1,23.0,6,7.78,102780,922.0,278,250101,4314,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015
170,Genshiken Nidaime Specials,19889,3,15,4,2,1,3.0,2,6.92,1668,3835.0,4881,4981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,988,6,15,12,2,1,26.0,6,6.28,131,6483.0,7949,1178,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
172,Shiro Hon,29389,6,15,6,2,1,5.0,5,6.0,8,12104.0,13509,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
173,Yama no Susume,14355,6,13,12,2,1,3.0,5,6.82,14762,4256.0,1842,37639,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
174,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,11827,5,12,4,2,1,30.0,3,7.56,6748,0.0,3031,15385,437,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Princess Principal,35240,6,14,12,2,1,25.0,2,7.71,33779,1085.0,922,92722,609,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
176,Nyanpire The Animation,10197,6,13,12,2,1,4.0,5,6.78,11034,4413.0,2572,21460,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2011
177,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,15279,5,12,1,2,1,26.0,5,6.57,579,5335.0,7323,1599,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Tenpou Ibun: Ayakashi Ayashi,1587,6,14,25,2,1,20.0,2,7.0,3288,3582.0,3394,12136,20,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
179,Pokopon no Yukai na Saiyuuki,32621,4,14,1,2,1,1.0,5,5.85,13,11790.0,13488,77,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Persona 4 the Animation,10588,6,11,25,2,1,25.0,6,7.63,76059,1278.0,479,167555,1748,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2011
181,Fate/stay night Movie: Unlimited Blade Works,6922,4,12,1,2,1,100.0,6,7.53,77292,1549.0,609,136486,732,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,Udauda Yatteru Hima wa Nee!,17649,5,15,2,2,1,45.0,2,6.0,18,12556.0,11348,190,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,Boku dake no Hentai Kanojo The Animation,35781,5,13,1,2,1,17.0,3,6.26,876,0.0,6576,2284,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
